#./overdamped_3d --dev=1 --amp=40.0 --omega=6.28318530718 --force=0 --Dg=0.01 --block=1 --paths=1 --periods=25 --trans=0 --samples=1 --spp=400 --algorithm=euler --pav=1 --mode=trajectory --domain=1d --domainx=s:-2:2:200:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30 --zeta=0 --comp=0 --mean=0 --second=3.14 --skew=0.99 --distribution=s>> trajektoria_s_var_3.14_skew_0.99_lam_30_Dg_0.01_amp_40.0_29.dat
#t <x> <x^2> qnu(q) mu_q Dx Gx EBx
3.795000e+00 7.617059e+00 5.801958e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.797500e+00 7.647601e+00 5.848580e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.800000e+00 7.661022e+00 5.869126e+01 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.802500e+00 1.201793e+01 1.444306e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.805000e+00 1.209619e+01 1.463179e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.807500e+00 1.219241e+01 1.486549e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.810000e+00 1.229257e+01 1.511073e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.812500e+00 1.238178e+01 1.533084e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.815000e+00 1.247301e+01 1.555759e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.817500e+00 1.256550e+01 1.578918e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.820000e+00 1.265843e+01 1.602358e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.822500e+00 1.276508e+01 1.629472e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.825000e+00 1.287018e+01 1.656415e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.827500e+00 1.297267e+01 1.682902e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.830000e+00 1.307160e+01 1.708667e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.832500e+00 1.316618e+01 1.733483e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.835000e+00 1.286616e+01 1.655382e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.837500e+00 1.296878e+01 1.681891e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.840000e+00 1.306786e+01 1.707689e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.842500e+00 1.316262e+01 1.732545e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.845000e+00 1.348658e+01 1.818879e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.847500e+00 1.354008e+01 1.833337e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.850000e+00 1.358923e+01 1.846672e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.852500e+00 1.364839e+01 1.862787e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.855000e+00 1.368828e+01 1.873690e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.857500e+00 1.373875e+01 1.887531e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.860000e+00 1.377047e+01 1.896259e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.862500e+00 1.381340e+01 1.908099e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.865000e+00 1.385228e+01 1.918857e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.867500e+00 1.388746e+01 1.928615e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.870000e+00 1.390510e+01 1.933517e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.872500e+00 1.393517e+01 1.941889e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.875000e+00 1.396230e+01 1.949459e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.877500e+00 1.397263e+01 1.952343e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.880000e+00 1.399608e+01 1.958902e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.882500e+00 1.401721e+01 1.964823e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.885000e+00 1.402211e+01 1.966195e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.887500e+00 1.402652e+01 1.967432e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.890000e+00 1.404463e+01 1.972517e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.892500e+00 1.404680e+01 1.973126e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.895000e+00 1.404875e+01 1.973675e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.897500e+00 1.405051e+01 1.974169e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.900000e+00 1.406624e+01 1.978591e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.902500e+00 1.406625e+01 1.978595e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.905000e+00 1.406627e+01 1.978599e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.907500e+00 1.408042e+01 1.982583e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.910000e+00 1.409317e+01 1.986173e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.912500e+00 1.409049e+01 1.985420e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.915000e+00 1.408809e+01 1.984742e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.917500e+00 1.410007e+01 1.988118e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.920000e+00 1.411085e+01 1.991160e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.922500e+00 1.412055e+01 1.993899e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.925000e+00 1.412928e+01 1.996366e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.927500e+00 1.412300e+01 1.994591e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.930000e+00 1.413149e+01 1.996989e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.932500e+00 1.413913e+01 1.999149e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.935000e+00 1.414600e+01 2.001093e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.937500e+00 1.413805e+01 1.998844e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.940000e+00 1.413089e+01 1.996820e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.942500e+00 1.412444e+01 1.994999e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.945000e+00 1.411865e+01 1.993362e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.947500e+00 1.411343e+01 1.991888e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.950000e+00 1.410873e+01 1.990562e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.952500e+00 1.411864e+01 1.993361e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.955000e+00 1.412757e+01 1.995882e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.957500e+00 1.413560e+01 1.998151e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.960000e+00 1.412868e+01 1.996197e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.962500e+00 1.413660e+01 1.998436e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.965000e+00 1.414373e+01 2.000451e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.967500e+00 1.413600e+01 1.998266e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.970000e+00 1.412905e+01 1.996300e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.972500e+00 1.413693e+01 1.998529e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.975000e+00 1.412988e+01 1.996536e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.977500e+00 1.413768e+01 1.998741e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.980000e+00 1.413056e+01 1.996727e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.982500e+00 1.412415e+01 1.994916e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.985000e+00 1.411838e+01 1.993287e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.987500e+00 1.411319e+01 1.991821e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.990000e+00 1.412266e+01 1.994494e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.992500e+00 1.413118e+01 1.996902e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.995000e+00 1.413885e+01 1.999071e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
3.997500e+00 1.575715e+01 2.482877e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.000000e+00 1.566434e+01 2.453715e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.002500e+00 1.555736e+01 2.420316e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.005000e+00 1.546557e+01 2.391837e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.007500e+00 1.536142e+01 2.359732e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.010000e+00 1.527443e+01 2.333083e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.012500e+00 1.517661e+01 2.303296e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.015000e+00 1.508333e+01 2.275069e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.017500e+00 1.379969e+01 1.904314e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.020000e+00 1.383987e+01 1.915420e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.022500e+00 1.387624e+01 1.925499e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.025000e+00 1.389496e+01 1.930700e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.027500e+00 1.392602e+01 1.939340e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.030000e+00 1.393991e+01 1.943210e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.032500e+00 1.396657e+01 1.950652e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.035000e+00 1.399062e+01 1.957375e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.037500e+00 1.401229e+01 1.963444e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.040000e+00 1.403182e+01 1.968920e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.042500e+00 1.403526e+01 1.969887e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.045000e+00 1.403837e+01 1.970757e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.047500e+00 1.405530e+01 1.975515e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.050000e+00 1.405641e+01 1.975826e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.052500e+00 1.407155e+01 1.980084e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.055000e+00 1.407103e+01 1.979940e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.057500e+00 1.408471e+01 1.983791e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.060000e+00 1.409703e+01 1.987262e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.062500e+00 1.410811e+01 1.990388e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.065000e+00 1.411809e+01 1.993204e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.067500e+00 1.411292e+01 1.991746e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.070000e+00 1.412242e+01 1.994427e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.072500e+00 1.413096e+01 1.996842e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.075000e+00 1.412451e+01 1.995019e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.077500e+00 1.411871e+01 1.993379e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.080000e+00 1.412763e+01 1.995898e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.082500e+00 1.412151e+01 1.994170e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.085000e+00 1.413015e+01 1.996610e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.087500e+00 1.412378e+01 1.994811e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.090000e+00 1.413219e+01 1.997187e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.092500e+00 1.412561e+01 1.995329e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.095000e+00 1.411970e+01 1.993659e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.097500e+00 1.411437e+01 1.992155e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.100000e+00 1.412372e+01 1.994796e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.102500e+00 1.413214e+01 1.997174e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.105000e+00 1.412557e+01 1.995318e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.107500e+00 1.411966e+01 1.993648e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.110000e+00 1.296238e+01 1.680232e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.112500e+00 1.304757e+01 1.702390e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.115000e+00 1.314328e+01 1.727459e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.117500e+00 1.322003e+01 1.747691e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.120000e+00 1.329234e+01 1.766864e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.122500e+00 1.337420e+01 1.788692e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.125000e+00 1.345038e+01 1.809126e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.127500e+00 1.352085e+01 1.828135e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.130000e+00 1.357159e+01 1.841879e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.132500e+00 1.361810e+01 1.854528e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.135000e+00 1.269691e+01 1.612116e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.137500e+00 1.278899e+01 1.635583e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.140000e+00 1.351224e+01 1.825806e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.142500e+00 1.356367e+01 1.839732e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.145000e+00 1.362500e+01 1.856406e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.147500e+00 1.474936e+01 2.175435e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.150000e+00 1.469896e+01 2.160594e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.152500e+00 1.463862e+01 2.142892e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.155000e+00 1.459762e+01 2.130905e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.157500e+00 1.456026e+01 2.120011e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.160000e+00 1.451213e+01 2.106018e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.162500e+00 1.448257e+01 2.097450e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.165000e+00 1.444165e+01 2.085611e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.167500e+00 1.441874e+01 2.079000e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.170000e+00 1.438388e+01 2.068960e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.172500e+00 1.436653e+01 2.063971e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.175000e+00 1.433672e+01 2.055416e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.177500e+00 1.430147e+01 2.045322e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.180000e+00 1.429219e+01 2.042667e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.182500e+00 1.426968e+01 2.036237e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.185000e+00 1.426354e+01 2.034485e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.187500e+00 1.424386e+01 2.028876e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.190000e+00 1.422614e+01 2.023831e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.192500e+00 1.421019e+01 2.019294e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.195000e+00 1.419582e+01 2.015212e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.197500e+00 1.419703e+01 2.015556e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.200000e+00 1.419812e+01 2.015865e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.202500e+00 1.419910e+01 2.016143e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.205000e+00 1.419998e+01 2.016394e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.207500e+00 1.420077e+01 2.016619e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.210000e+00 1.420149e+01 2.016823e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.212500e+00 1.420213e+01 2.017005e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.215000e+00 1.420271e+01 2.017170e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.217500e+00 1.418909e+01 2.013303e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.220000e+00 1.419097e+01 2.013836e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.222500e+00 1.417852e+01 2.010305e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.225000e+00 1.416732e+01 2.007129e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.227500e+00 1.417137e+01 2.008278e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.230000e+00 1.417502e+01 2.009313e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.232500e+00 1.416417e+01 2.006237e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.235000e+00 1.415440e+01 2.003470e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.237500e+00 1.415975e+01 2.004984e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.240000e+00 1.416456e+01 2.006347e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.242500e+00 1.415475e+01 2.003569e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.245000e+00 1.414592e+01 2.001070e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.247500e+00 1.415212e+01 2.002824e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.250000e+00 1.415769e+01 2.004402e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.252500e+00 1.416271e+01 2.005824e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.255000e+00 1.416723e+01 2.007103e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.257500e+00 1.415715e+01 2.004249e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.260000e+00 1.416222e+01 2.005686e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.262500e+00 1.416679e+01 2.006979e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.265000e+00 1.417090e+01 2.008144e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.267500e+00 1.417460e+01 2.009192e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.270000e+00 1.417793e+01 2.010136e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.272500e+00 1.416678e+01 2.006977e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.275000e+00 1.417089e+01 2.008141e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.277500e+00 1.416045e+01 2.005183e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.280000e+00 1.415105e+01 2.002522e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.282500e+00 1.415673e+01 2.004131e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.285000e+00 1.414771e+01 2.001576e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.287500e+00 1.413958e+01 1.999277e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.290000e+00 1.413227e+01 1.997210e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.292500e+00 1.412569e+01 1.995350e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.295000e+00 1.413391e+01 1.997673e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.297500e+00 1.412716e+01 1.995767e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.300000e+00 1.412109e+01 1.994052e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.302500e+00 1.411563e+01 1.992509e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.305000e+00 1.412485e+01 1.995114e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.307500e+00 1.411901e+01 1.993465e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.310000e+00 1.411376e+01 1.991981e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.312500e+00 1.410903e+01 1.990646e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.315000e+00 1.179506e+01 1.391235e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.317500e+00 1.185969e+01 1.406523e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.320000e+00 1.194281e+01 1.426308e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.322500e+00 1.201692e+01 1.444065e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.325000e+00 1.210928e+01 1.466346e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.327500e+00 1.220608e+01 1.489884e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.330000e+00 1.245980e+01 1.552467e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.332500e+00 1.256631e+01 1.579121e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.335000e+00 1.267338e+01 1.606145e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.337500e+00 1.277988e+01 1.633253e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.340000e+00 1.287054e+01 1.656507e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.342500e+00 1.297302e+01 1.682992e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.345000e+00 1.305779e+01 1.705059e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.347500e+00 1.293361e+01 1.672783e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.350000e+00 1.301987e+01 1.695170e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.352500e+00 1.311683e+01 1.720513e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.355000e+00 1.320913e+01 1.744812e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.357500e+00 1.328211e+01 1.764144e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.360000e+00 1.335050e+01 1.782357e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.362500e+00 1.341423e+01 1.799415e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.365000e+00 1.348746e+01 1.819115e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.367500e+00 1.354088e+01 1.833555e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.370000e+00 1.360411e+01 1.850718e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.372500e+00 1.366200e+01 1.866502e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.375000e+00 1.370068e+01 1.877085e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.377500e+00 1.375002e+01 1.890631e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.380000e+00 1.379485e+01 1.902978e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.382500e+00 1.383549e+01 1.914207e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.385000e+00 1.385813e+01 1.920477e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.387500e+00 1.389274e+01 1.930083e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.390000e+00 1.392401e+01 1.938781e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.392500e+00 1.393810e+01 1.942706e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.395000e+00 1.396494e+01 1.950196e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.397500e+00 1.397501e+01 1.953009e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.400000e+00 1.398408e+01 1.955546e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
4.402500e+00 1.399226e+01 1.957834e+02 -nan 0.000000e+00 0.000000e+00 -nan 0.000000e+00
